id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,250,3,16,2025-08-03,0.19,1,179,2,
28341274,Private room in historic building on the park,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,107,1,102,2025-10-05,1.19,1,361,22,
28400263,Private Room in Historic Residential Home,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,51,1,272,2025-06-28,3.25,3,201,9,
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,95,1,719,2025-09-30,8.60,11,350,64,
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,70,1,654,2025-09-28,7.89,11,344,77,
28929840,"Spacious
private suite and private bath",194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,,1,7,2024-06-09,0.08,1,143,0,
29605579,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,92,2,120,2025-09-29,1.43,5,338,28,
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,54,2,71,2025-08-31,0.87,8,254,3,
31210362,Nest in Hazel,160340958,Jon,,FIFTEENTH WARD,42.67519,-73.82281,Private room,47,2,32,2025-05-27,0.39,1,355,4,
32279028,"Cosy, comfy and quiet for one",172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,,1,219,2025-09-28,2.72,2,0,13,
32450400,Moroccan Sands,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,104,3,1,2024-10-28,0.09,1,270,1,
32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64563,-73.75311,Entire home/apt,101,1,457,2025-08-30,5.73,11,359,33,
33558235,"Historic, Spacious & Fun 2BR Apt @ Downtown Albany",44434571,Earl Vanze,,SECOND WARD,42.64585,-73.75297,Entire home/apt,128,1,482,2025-09-28,6.12,11,348,59,
34330970,Muhammed Ali Lounge & Pool Hall ⬢⬡,232967878,Diana,,SECOND WARD,42.64335,-73.7579,Entire home/apt,125,1,325,2025-09-21,4.22,21,57,33,
35793179,Cozy Bedroom in Historic Residential Home,15223767,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,66,1,213,2025-09-24,2.80,3,213,35,
35914565,Perfect Downtown Base | 1BR + Free Parking,232967878,Diana,,SECOND WARD,42.64506,-73.75727,Entire home/apt,94,2,320,2025-09-18,4.20,21,53,25,
36443605,Sophisticated Retreat: 2BR in heart of Albany,188679144,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,92,2,54,2024-08-14,0.71,9,365,0,
38321579,Comfy and quiet,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,59,1,457,2025-10-05,6.18,2,239,100,
39093517,Center Square Safe 2 Bedroom Long  Stay w/ Parking,299638115,Flerida,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,121,2,52,2025-09-14,0.73,4,287,11,
39698576,Spacious Designer 1-Bed Near Albany Med,188679144,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,79,5,24,2025-04-14,0.33,9,365,1,
40491172,"Renovated, private parking,location, washer dryer!",152762198,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,95,3,137,2025-09-21,1.93,9,355,21,
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,127,1,173,2025-02-16,2.48,1,247,6,
41319631,Modern Carriage in the Heart of Albany,59864591,Daniel,,SIXTH WARD,42.65115,-73.7668,Entire home/apt,127,30,4,2023-01-06,0.07,1,95,0,
42009788,Center Square Sanctuary: Private 2-Bedroom Gem,188679144,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,88,7,25,2025-06-07,0.36,9,365,2,
42391372,Central Albany Apartment: Walk to State Capitol!,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,179,3,27,2022-10-27,0.42,6,128,0,
42567833,Homey,339085327,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,160,70,0,,,1,365,0,
42689068,Tribeca triplex minutes from Times Union Center,232967878,Diana,,SECOND WARD,42.64346,-73.75757,Entire home/apt,105,1,54,2025-09-07,0.79,21,83,7,
42763847,Charming dog friendly home with private yard!,649068,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,150,1,127,2025-09-06,1.91,1,260,29,
43208391,Cozy Historic 2BD Apt @ Downtown Albany,272907816,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,149,2,124,2025-09-09,2.02,3,75,25,
43459803,Luxury 1 bedroom Apt in the heart of Center Square,299638115,Flerida,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,162,2,23,2025-08-23,0.41,4,345,7,
43736299,*The Blue House* Incredible 3 Bedroom Apartment,349460842,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,181,1,131,2024-10-28,2.05,17,4,6,
43955950,* Quaint home located in residential neighborhood*,232967878,Diana,,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,,2,91,2024-11-30,1.42,21,0,6,
44180048,Historic Queen Studio Across from Washington Park!,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,116,1,382,2025-09-16,6.01,3,326,30,
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,,1,308,2025-09-28,4.88,3,347,18,
44450012,Spacious upscale luxury apartment with huge yard,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,145,13,27,2025-09-12,0.43,6,364,2,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,138,1,129,2025-01-12,2.07,1,339,1,
45074220,Secluded Studio Loft 3fl@ Historic Downtown Albany,272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,109,1,49,2025-09-17,0.99,3,79,17,
45313545,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,97,2,165,2025-08-26,2.73,1,242,33,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,109,1,100,2025-07-07,1.75,17,81,4,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,137,1,129,2025-09-10,2.26,17,349,18,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,118,1,148,2025-09-17,2.60,17,78,11,
46894493,Our Antique Bungalow,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,152,1,267,2025-09-22,4.70,1,317,33,
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,93,3,105,2025-09-28,1.84,9,258,26,
47345872,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,96,1,72,2025-09-13,1.27,5,346,20,
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,83,3,75,2025-09-11,1.33,9,324,16,
47440071,The Historic J. Buel Farmhouse - Luxury Suite Loft,382970529,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,119,1,185,2025-09-21,3.22,17,73,42,
47828453,Center Square Albany 2BR Apt w/Parking near all,299638115,Flerida,,THIRD WARD,42.656,-73.76123,Entire home/apt,140,2,26,2025-08-22,0.46,4,339,8,
47902629,"Renovated 2br/2ba, close to Alb Med & St. Petes.",21886921,David,,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,140,14,11,2025-08-31,0.20,2,320,4,
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,Dillon,,THIRD WARD,42.65118,-73.75274,Entire home/apt,105,2,172,2025-07-12,3.04,2,227,21,
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,192,1,172,2025-08-03,3.04,17,182,23,
48124042,Downtown Albany 2 Bedroom + Workstation @ The Mark,385664127,Dillon,,THIRD WARD,42.64982,-73.7509,Entire home/apt,119,1,234,2025-06-29,4.62,2,220,38,
48172884,The Down Under Suite,98744672,Bela,,NINTH WARD,42.65399,-73.78126,Private room,60,2,84,2025-09-20,1.50,8,296,16,
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,Peter,,THIRTEENTH WARD,42.66526412963867,-73.78692626953125,Entire home/apt,429,1,47,2025-09-13,1.20,8,339,9,
48599533,Capital View I,392074908,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,94,2,106,2025-08-24,2.09,4,179,6,
50171851,Beautiful Center Square Garden-Level Unit,48490017,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,97,2,203,2025-09-27,4.03,1,56,34,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,104,1,95,2025-08-10,1.80,17,84,17,
50211226,Cozy Studio By Washington Park | Walkable!,105597161,Katelyn,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,107,2,194,2025-08-17,4.23,1,315,24,
50354540,Heart of Center Square: Designer 2-Bed Retreat,188679144,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,102,3,19,2025-08-04,0.36,9,365,5,
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,109,1,46,2025-09-09,0.90,17,82,1,
51230498,"Chic-romantic, center-city, hotel-style apartment.",414738935,Sonya,,THIRD WARD,42.66064,-73.76074,Entire home/apt,67,1,270,2025-09-20,5.28,1,185,41,
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,115,7,30,2025-06-26,0.62,1,139,7,
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,Christopher,,THIRD WARD,42.65061,-73.75006,Entire home/apt,,4,10,2025-06-24,0.20,1,266,1,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,100,1,85,2025-09-05,1.68,17,83,13,
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,,THIRD WARD,42.65844,-73.74978,Entire home/apt,88,2,95,2025-09-01,1.95,3,360,11,
51710034,Empire Plaza View I,392074908,Jerry,,SIXTH WARD,42.65269,-73.76076,Entire home/apt,87,2,45,2025-07-31,0.90,4,339,9,
52152157,"Modern space, everything you could want!",152762198,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,103,3,81,2025-09-14,1.65,9,167,20,
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,96,1,349,2025-09-21,7.22,1,69,76,
52360097,Empire Plaza View II,392074908,Jerry,,SIXTH WARD,42.65386,-73.75958,Entire home/apt,94,2,77,2025-08-02,1.57,4,363,3,
52611613,* Adorable home w/parking near great restaurants *,232967878,Diana,,NINTH WARD,42.65674,-73.79221,Entire home/apt,151,2,145,2025-09-14,3.00,21,229,26,
52619545,Artful 2BR Escape | Walkable + Parking,232967878,Diana,,THIRTEENTH WARD,42.67102,-73.79454,Entire home/apt,109,2,102,2025-09-07,2.10,21,22,25,
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,465,2,97,2025-09-14,2.01,21,259,22,
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,120,2,87,2025-08-02,1.89,21,53,6,
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,Linda,,FOURTH WARD,42.65812,-73.74837,Entire home/apt,105,1,87,2025-09-18,1.81,17,81,21,
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,Lloyd,,SIXTH WARD,42.65826,-73.76944,Entire home/apt,117,1,232,2025-09-14,4.84,3,337,54,
53312101,City Stay Near The Egg | 1BR + Parking,232967878,Diana,,SECOND WARD,42.64369,-73.7581,Entire home/apt,76,2,69,2025-09-07,1.46,21,53,16,
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,188,1,172,2025-09-25,3.76,3,159,32,
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,101,1,287,2025-09-28,6.18,3,360,60,
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,178,1,130,2025-09-29,2.80,17,71,29,
53860077,/ Sauna Garden Getaway\ 1943 SUNY Eagle Hill,4259750,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,237,1,50,2025-09-21,1.16,8,349,23,
53971505,Charming 1 Bdrm Garden Apt in Historic Brownstone,60293220,David,,FOURTH WARD,42.65873,-73.7494,Entire home/apt,,13,3,2022-12-31,0.07,3,365,0,
54097694,B Unieke,438504176,Roland,,SECOND WARD,42.64683,-73.75662,Entire home/apt,,1,0,,,1,0,0,
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,Erion,,TENTH WARD,42.66261,-73.79026,Entire home/apt,78,1,118,2025-09-26,2.92,14,277,30,
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,105,1,76,2025-10-01,1.77,14,354,14,
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,Erion,,SIXTH WARD,42.65403,-73.77056,Entire home/apt,125,1,155,2025-10-01,3.40,14,356,51,
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,Priscela Lizette,,SIXTH WARD,42.65594,-73.76591,Entire home/apt,139,1,260,2025-09-20,5.89,2,309,41,
54150131,Charming 170-Year-Old Home in the Heart of Albany,432936385,Jared,,SIXTH WARD,42.65143,-73.76497,Entire home/apt,154,1,246,2025-10-05,5.69,1,51,75,
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,Allen,,NINTH WARD,42.65578,-73.78641,Entire home/apt,128,3,71,2025-09-29,1.93,9,257,31,
54369240,Lovely 1 bedroom rental close to Alb Med!,152762198,Allen,,TENTH WARD,42.65905,-73.77964,Entire home/apt,78,3,62,2025-09-16,1.51,9,349,15,
559249822516788574,Cozy 1 bedroom with office and luxurious King size,433884293,Uniah,,NINTH WARD,42.66062,-73.79112,Entire home/apt,68,6,2,2023-06-26,0.06,1,363,0,
588298411730694861,Modern one bedroom with free off street parking,353498132,Michael,,SECOND WARD,42.64441,-73.75647,Entire home/apt,118,13,15,2025-08-08,0.37,6,346,3,
593272120497643087,The Historic J. Buel Farmhouse - Luxury Suite,382970529,Thomas,,THIRTEENTH WARD,42.66911,-73.79869,Private room,127,1,138,2025-09-21,3.48,17,87,33,
617242073954595468,Iconic City Center Apt in Downtown | Pets Allowed,433096110,Brian,,SIXTH WARD,42.65353,-73.7679,Entire home/apt,106,1,205,2025-09-28,4.93,3,350,62,
619695112394148331,Modern luxury one bedroom with off street parking,353498132,Michael,,SECOND WARD,42.64489,-73.75731,Entire home/apt,121,13,10,2024-08-01,0.26,6,285,0,
621960198566758900,The Historic Jesse Buel Farmhouse w/ Heated Pool,382970529,Thomas,,FOURTEENTH WARD,42.66762,-73.79919,Entire home/apt,1314,1,17,2025-07-20,0.43,17,339,4,
628163387057233327,★SPACIOUS 1BR Apt w/ Character 10ft Ceilings W/D!★,47625981,Linda,,SECOND WARD,42.64528,-73.75861,Entire home/apt,100,1,62,2025-08-17,1.53,17,83,14,
628824127129967353,Clean lines and accessible Convenient Location!,7164949,Jordan,,THIRD WARD,42.66169974831227,-73.76466827605744,Private room,62,3,0,,,1,88,0,
631035244220396236,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,47625981,Linda,,SECOND WARD,42.64558,-73.75928,Entire home/apt,99,1,58,2025-06-02,1.42,17,354,7,
634108143238179968,Perfect for Families and Traveling Professionals,119340359,Lori,,SIXTH WARD,42.65323,-73.76797,Entire home/apt,,30,103,2025-07-30,2.53,2,0,2,
638900897313146306,🪴 Historic & Homey 1 Bdrm Apt @ Downtown Albany,335923036,Mohammed,,SECOND WARD,42.645351,-73.753647,Entire home/apt,1050,1,10,2023-08-26,0.25,1,365,0,
649973892551492641,Modern luxury studio with free off street parking,353498132,Michael,,SECOND WARD,42.64625,-73.75663,Entire home/apt,92,14,8,2024-11-26,0.21,6,203,1,
658638185191740358,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,466389096,Patrice,,FIRST WARD,42.6374547,-73.7716647,Entire home/apt,140,7,5,2023-09-22,0.13,2,309,0,
662132809952482192,Beautiful 4 bedroom house Large eat in kitchen,466389096,Patrice,,FIRST WARD,42.6378819,-73.7715269,Entire home/apt,126,14,2,2024-08-12,0.05,2,307,0,
667644674529935702,Pied-a-terre albany,439560254,Sean,,SIXTH WARD,42.65541380925019,-73.76367520540953,Entire home/apt,113,2,113,2025-09-02,2.91,1,158,23,
668608096674070882,The Historic J. Buel Farmhouse-  Rose Feather Room,382970529,Thomas,,FOURTEENTH WARD,42.66758,-73.7992,Private room,68,1,145,2025-09-18,3.69,17,84,26,
668608486588067880,The Historic J. Buel Farmhouse - Silk Hearth Room,382970529,Thomas,,FOURTEENTH WARD,42.66764,-73.79908,Private room,68,1,126,2025-09-29,3.22,17,86,29,
677623197606854496,**New Listing! Modern 2 bdrm Apt in Mansion Area!,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,,2,28,2023-09-29,0.73,1,0,0,
681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,3,2024-03-31,0.09,2,278,0,
687496906843024117,Albany-3 bedrooms apt (2nd fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,156,1,4,2023-05-28,0.11,2,96,0,
689719338468663432,"Elegant, spacious studio apt in historic mansion",1717342,David,,SIXTH WARD,42.654057650371506,-73.76071299629517,Entire home/apt,105,1,292,2025-10-01,7.66,2,333,79,
692807914756117019,Relax in Style by Washington Park - Free Parking,67337944,Rabia,,ELEVENTH WARD,42.6623,-73.777,Entire home/apt,104,31,104,2025-02-23,3.08,1,275,3,
699073700185633508,"Governor's mansion, MVP arena,historical 2bed2bath",476189412,Timothy,,SECOND WARD,42.6468502,-73.7587258,Entire home/apt,279,5,9,2025-08-04,0.25,2,177,4,
702275918734167701,Comfortable peaceful modern home to enjoy and work,114629237,Bronson,,FIFTH WARD,42.66892,-73.76795,Entire home/apt,347,2,2,2022-10-15,0.05,1,2,0,
703551649845095095,Cozy Albany Home,3650672,Zuhair,,THIRTEENTH WARD,42.67075,-73.79704,Entire home/apt,202,3,5,2025-07-05,0.34,1,13,2,
704544922160063127,Cozy 1 Bedroom Apt in  desirable Albany locale,58406953,Nicholas,,THIRTEENTH WARD,42.67485,-73.79867,Entire home/apt,87,2,4,2025-08-09,0.11,1,141,2,
705660262559003663,Luxurious one bedroom with off-street parking,353498132,Michael,,SECOND WARD,42.64577,-73.7583,Entire home/apt,110,13,10,2025-09-28,0.30,6,364,5,
717373135846408345,Charming Central Escape | 2BR + Parking,232967878,Diana,,THIRTEENTH WARD,42.67261,-73.79262,Entire home/apt,120,2,70,2025-09-14,1.96,21,6,18,
723956857052424266,"Modern home, King Bed 4 bed 2bath, Crib, parking",10279606,Noriyuki,,NINTH WARD,42.65691,-73.78389,Entire home/apt,178,1,258,2025-09-21,7.34,4,52,72,
724566770267420045,Cozy Greenwood Flat (1 BDR Apartment in Albany),360287870,Mela,,SIXTH WARD,42.6513719,-73.7673156,Entire home/apt,123,2,77,2025-09-27,3.02,1,43,30,
735879623743921266,Modern & Homey 1BD/1BA Fl 1 Apt @ Downtown Albany,44434571,Earl Vanze,,THIRD WARD,42.64564,-73.75261,Entire home/apt,88,1,92,2025-09-23,2.58,11,358,32,
737574278276037589,4 bed all on one floor,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,250,1,46,2025-03-02,1.30,21,1,3,
739722503092755616,Adirondack Suite #1,98744672,Bela,,NINTH WARD,42.6543178,-73.7818222,Private room,45,2,39,2025-07-06,1.09,8,336,10,
743600140734706394,Cozy apartment 2min walk to Albanymed office space,484673863,Michaela,,NINTH WARD,42.65569,-73.77685,Entire home/apt,89,2,21,2025-08-10,0.62,3,329,14,
744430701454304507,"1 Bedroom on Lincoln Park, near Lark and Downtown",65414985,James,,SEVENTH WARD,42.6496,-73.76792,Entire home/apt,78,2,41,2025-10-04,1.36,2,352,20,
751421033442627559,Modern- Cozy Center City 2 Bedroom Apartment Style,486073806,Keneisha,,FIFTH WARD,42.66648,-73.76831,Entire home/apt,104,2,31,2025-08-04,0.97,1,360,6,
756752556396798800,Private Room in the Center of the Albany,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,47,5,19,2025-07-12,0.56,2,213,4,
757342235277207834,Elegant Studio in Center Square,188679144,Elizabeth,,SIXTH WARD,42.65534,-73.76461,Entire home/apt,93,7,14,2025-03-31,0.40,9,277,2,
757978037279611051,Charming location near universities & hospital,232967878,Diana,,THIRTEENTH WARD,42.67261,-73.79262,Entire home/apt,105,2,59,2025-08-28,1.85,21,39,21,
761141715827746314,"Great place in the heart of Albany, with Parking",37769478,Erion,,SIXTH WARD,42.65405,-73.76953,Entire home/apt,105,1,46,2025-06-15,1.35,14,308,2,
764508866835218670,Rest+Restore Room • Short & Extended Stay •,6203319,Melissa,,TENTH WARD,42.66117,-73.79091,Private room,82,1,37,2025-09-09,1.07,2,89,13,
774701102203414342,Entire cozy unit in Albany,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,72,1,69,2025-09-26,2.05,1,264,20,
784781397995494758,Private bedroom and private bath w/separate entry,491907850,Donna,,FOURTEENTH WARD,42.66298,-73.81361,Private room,47,1,43,2025-09-18,1.34,1,153,28,
786181179052991690,Center Square Gem: Junior 1 Bedroom,188679144,Elizabeth,,THIRD WARD,42.65653,-73.76223,Entire home/apt,71,30,3,2024-01-27,0.11,9,364,0,
786196811078165173,Mansion in Albany 7minutes to Downtown Albany,444163492,Drasana,,FOURTH WARD,42.67996,-73.75352,Entire home/apt,,30,13,2024-02-25,0.41,1,0,0,
786228331433922432,Glamorous 1BR Retreat in Center Square,188679144,Elizabeth,,SIXTH WARD,42.65322,-73.76249,Entire home/apt,77,3,4,2024-11-09,0.16,9,362,1,
786316043239579100,Elegant newly renovated cozy smart apartment,253824490,Tomar,,FIFTH WARD,42.6591503133547,-73.75431932508945,Entire home/apt,111,2,36,2024-09-09,1.11,1,90,0,
787023821243442039,*The Allen House* Gorgeous Apartment - Sleeps 8,349460842,Scott,,FOURTEENTH WARD,42.6653,-73.7943,Entire home/apt,215,1,127,2025-09-21,4.00,17,345,44,
794723189688979530,Newly Renovated| Washer&Dryer|5G Wifi,20144241,Carla,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,,3,19,2025-09-01,0.66,1,289,11,
795541666227926706,Mads Mansion -Victorian Mansion on Washington Park,493882819,Terra,,NINTH WARD,42.656329,-73.7752048,Entire home/apt,800,1,7,2025-08-17,0.27,6,82,2,
796231143904004713,Mads Mansion - Room 4,493882819,Terra,,NINTH WARD,42.65582,-73.77541,Private room,131,1,12,2024-12-01,0.45,6,103,2,
797455132224782470,Albany Medical/colleges/Downtown Albany/ Room O,89705052,Share,,TENTH WARD,42.65741,-73.78034,Private room,56,2,21,2025-10-01,0.64,2,118,7,
802216634798169031,Mads Mansion - Room 6,493882819,Terra,,SIXTH WARD,42.65751,-73.77409,Private room,160,1,6,2024-10-13,0.23,6,105,1,
803604897479679272,3br/2ba Near Alb Med & St.Petes.,21886921,David,,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,185,14,4,2025-06-21,0.14,2,338,2,
803682039097862541,Modern and Cozy Pine Hills Home from Early 1900s,265709295,Priscela Lizette,,THIRTEENTH WARD,42.6702921,-73.7907283,Entire home/apt,137,1,32,2025-09-21,1.71,2,307,25,
803814397190632412,Mads Mansion - Room 5,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,133,1,6,2024-10-11,0.22,6,106,1,
803867986023966300,Mads Mansion - Room 1,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,127,1,10,2025-08-27,0.37,6,93,2,
806767523952124375,& Modern Luxury Cottage in Central ALB,110453341,Alexis,,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,99,2,47,2025-08-03,1.44,1,152,14,
809524698302742033,Two bedroom apartment near hospitals pet friendly,172658781,Jessica,,NINTH WARD,42.65613971519499,-73.79212237894535,Entire home/apt,86,30,1,2025-05-04,0.19,2,158,1,
813640070361665090,The front room w/ TV and king size bed,116935236,Felicisimo,,THIRTEENTH WARD,42.67144,-73.79033,Private room,58,5,20,2025-09-05,0.75,5,345,8,
816085193659797849,Cozy Apartment across the Park,37769478,Erion,,SIXTH WARD,42.65258,-73.76917,Entire home/apt,84,1,47,2025-08-25,1.45,14,364,17,
821566342267452838,COMFY Room/w Private BATH + TV,177073982,Cristian,,FOURTEENTH WARD,42.66109,-73.80479,Private room,,180,3,2023-11-30,0.10,2,96,0,
823275570359807298,Cozy Home 5 Minute Walk to Albany Medical Center,500360485,Manjano,,SIXTH WARD,42.65184,-73.77074,Entire home/apt,,7,0,,,1,0,0,
826301775871257033,2 br apt 2 min walk to albanymed offstreet parking,484673863,Michaela,,NINTH WARD,42.65613,-73.77469,Entire home/apt,84,1,54,2025-09-27,1.69,3,348,37,
831122937768017113,Boho-Chic Cape Conveniently Located,210596861,Craig,,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,254,2,117,2025-09-28,3.74,1,326,40,
841524382518312215,Mellow Cove,462042479,Natasha,,SIXTH WARD,42.66008,-73.76977,Entire home/apt,120,3,6,2024-07-09,0.24,2,365,0,
841524433909352403,Cozy Cove Away From Home,462042479,Natasha,,SIXTH WARD,42.65987,-73.77025,Entire home/apt,120,3,12,2023-12-03,0.43,2,364,0,
843481456379840308,Center Square Serenity: 2-Bedroom Elegance,188679144,Elizabeth,,SIXTH WARD,42.65483,-73.76353,Entire home/apt,92,14,2,2023-09-04,0.06,9,364,0,
845960193409947556,Modern Cottage-Perfect for Families!,268741708,Antoinette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,356,2,135,2025-10-01,4.37,1,112,52,
846586211673806912,Spacious Home Away from Home!,49372011,Philip,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,219,3,19,2025-01-24,0.63,1,277,1,
